matrix	nr_rows	nr_cols	nr_nzeros	density	nnz-r-min	nnz-r-max	nnz-r-avg	nnz-r-std	nnz-c-min	nnz-c-max	nnz-c-avg	nnz-c-std	skew_coeff	bw-min	bw-max	bw-avg	bw-std	bw-scaled-min	bw-scaled-max	bw-scaled-avg	bw-scaled-std	sc-min	sc-max	sc-avg	sc-std	sc-scaled-min	sc-scaled-max	sc-scaled-avg	sc-scaled-std	nr_groups-r-min	nr_groups-r-max	nr_groups-r-avg	nr_groups-r-std	num-neigh-avg	cross_row_sim-avg
pf2177	9728	10178	30984	0.000313	3.000000	8.000000	3.185033	0.850632	0.000000	37.000000	3.044213	8.077003	1.511748	6.000000	10044.000000	4936.601151	2761.079227	0.000590	0.986834	0.485027	0.271279	0.000299	1.166667	0.011526	0.084221	3.040024	11874.333333	117.315746	857.206210	1.000000	8.000000	3.141653	0.762155	0.027240	0.557841
primagaz	1554	10836	21665	0.001287	7.000000	1548.000000	13.941441	103.191946	1.000000	2.000000	1.999354	0.025408	110.035864	1553.000000	10829.000000	9268.076577	293.101677	0.143319	0.999354	0.855304	0.027049	0.000754	0.996780	0.002417	0.031035	8.171946	10801.112685	26.190825	336.292732	2.000000	7.000000	6.977477	0.334821	0.999031	0.995041
problem	12	46	86	0.155797	2.000000	10.000000	7.166667	2.640497	1.000000	2.000000	1.869565	0.336781	0.395349	1.000000	15.000000	11.666667	4.496913	0.021739	0.326087	0.253623	0.097759	0.400000	2.000000	0.781740	0.455585	18.400000	92.000000	35.960062	20.956890	1.000000	3.000000	2.250000	0.721688	1.372093	0.450000
progas	1650	1900	8897	0.002838	1.000000	18.000000	5.392121	3.557604	1.000000	14.000000	4.682632	3.071741	2.338204	0.000000	1823.000000	323.976970	462.707271	0.000000	0.959474	0.170514	0.243530	0.000000	2.000000	0.072264	0.078242	0.000000	3800.000000	137.301613	148.659817	1.000000	16.000000	4.678788	2.988032	0.264584	0.548534
qiulp	1192	1900	4492	0.001983	3.000000	199.000000	3.768456	11.332827	1.000000	11.000000	2.364211	1.929271	51.806768	3.000000	1635.000000	984.734899	450.996704	0.001579	0.860526	0.518282	0.237367	0.001835	1.333333	0.150757	0.417396	3.486239	2533.333333	286.438154	793.053338	1.000000	199.000000	3.436242	11.365096	0.176313	0.472673
r05	5190	9690	104145	0.002071	1.000000	501.000000	20.066474	88.774109	1.000000	30.000000	10.747678	9.752976	23.967017	0.000000	9680.000000	4848.919075	953.345851	0.000000	0.998968	0.500404	0.098385	0.000000	0.052737	0.002474	0.009188	0.000000	511.020000	23.976092	89.028612	1.000000	501.000000	19.199422	88.932709	0.086418	0.908212
refine	29	62	153	0.085095	3.000000	31.000000	5.275862	4.982013	1.000000	5.000000	2.467742	1.573139	4.875817	13.000000	59.000000	33.862069	11.822609	0.209677	0.951613	0.546162	0.190687	0.056604	0.620000	0.171265	0.123308	3.509434	38.440000	10.618422	7.645126	2.000000	5.000000	2.551724	0.967977	1.032680	0.419281
rlfddd	4050	61521	264627	0.001062	3.000000	308.000000	65.340000	59.053135	1.000000	48.000000	4.301409	3.864654	3.713805	57471.000000	57471.000000	57471.000000	0.000000	0.934169	0.934169	0.934169	0.000000	0.000052	0.005359	0.001137	0.001028	3.211411	329.704860	69.944531	63.214629	3.000000	203.000000	29.199259	23.150107	1.106236	0.894579
rlfdual	8052	74970	282031	0.000467	2.000000	202.000000	35.026205	31.123868	1.000000	44.000000	3.761918	3.687278	4.767111	66918.000000	66918.000000	66918.000000	0.000000	0.892597	0.892597	0.892597	0.000000	0.000030	0.003019	0.000523	0.000465	2.240653	226.305927	39.240781	34.868890	2.000000	202.000000	17.345132	14.978573	1.009591	0.958619
rlfprim	58866	62716	320591	0.000087	2.000000	44.000000	5.446115	3.850336	0.000000	200.000000	5.111790	15.464389	7.079154	11.000000	62672.000000	30560.994037	17428.070860	0.000175	0.999298	0.487292	0.277889	0.000043	1.047619	0.007336	0.061106	2.698391	65702.476190	460.103667	3832.353708	1.000000	3.000000	2.900690	0.310230	0.934767	0.958596
rosen1	520	1544	23794	0.029636	27.000000	976.000000	45.757692	115.151351	1.000000	24.000000	15.410622	10.308068	20.329747	528.000000	1543.000000	795.086538	173.666220	0.341969	0.999352	0.514952	0.112478	0.026919	0.634590	0.050590	0.072676	41.563310	979.807542	78.110210	112.211687	2.000000	70.000000	4.298077	6.742916	1.812138	0.939906
rosen2	1032	3080	47536	0.014955	26.000000	1947.000000	46.062016	166.724062	1.000000	24.000000	15.433766	10.286362	41.269101	1040.000000	3079.000000	1563.263566	323.361215	0.337662	0.999675	0.507553	0.104987	0.013612	0.633377	0.025690	0.053435	41.925134	1950.800260	79.125854	164.579295	2.000000	126.000000	4.347868	9.630988	1.811217	0.940452
rosen7	264	776	8034	0.039216	13.000000	490.000000	30.431818	79.858937	1.000000	16.000000	10.353093	6.758085	15.101568	264.000000	774.000000	402.958333	97.652106	0.340206	0.997423	0.519276	0.125840	0.028112	0.638021	0.060927	0.100125	21.815261	495.104167	47.279077	77.696853	2.000000	39.000000	3.397727	4.911813	1.776699	0.888508
rosen8	520	1544	16058	0.020000	13.000000	976.000000	30.880769	116.957542	1.000000	16.000000	10.400259	6.739348	30.605430	520.000000	1543.000000	787.203846	174.222417	0.336788	0.999352	0.509847	0.112838	0.014300	0.635417	0.031123	0.074726	22.079673	981.083333	48.053908	115.377207	2.000000	63.000000	3.438462	6.766153	1.777307	0.888836
rosen10	2056	6152	64192	0.005075	12.000000	3886.000000	31.221790	239.996195	1.000000	16.000000	10.434330	6.723978	123.464357	2056.000000	6151.000000	3091.387160	620.198903	0.334200	0.999837	0.502501	0.100813	0.002943	0.632178	0.007906	0.038880	18.102992	3889.160891	48.638495	239.188088	2.000000	222.000000	3.468385	13.273902	1.777823	0.888831
route	20894	43019	206782	0.000230	4.000000	2781.000000	9.896717	69.863486	1.000000	44.000000	4.806760	4.849756	280.002283	274.000000	41523.000000	31503.136690	6631.790273	0.006369	0.965225	0.732308	0.154160	0.000096	0.645985	0.000566	0.006800	4.144113	27789.645985	24.362531	292.534417	2.000000	1391.000000	7.453814	47.610117	0.493679	0.889068
seymourl	4944	6316	38493	0.001233	2.000000	20.000000	7.785801	3.198976	1.000000	273.000000	6.094522	17.228205	1.568779	721.000000	5021.000000	3447.532565	1214.874973	0.114155	0.794965	0.545841	0.192349	0.000398	0.013384	0.002789	0.001918	2.515833	84.535373	17.615830	12.116901	2.000000	16.000000	6.229167	2.464774	0.399865	0.648221
slptsk	2861	3347	72465	0.007568	3.000000	61.000000	25.328556	7.335595	1.000000	887.000000	21.650732	84.960028	1.408349	96.000000	3346.000000	1725.485145	936.467539	0.028682	0.999701	0.515532	0.279793	0.005389	0.278539	0.025525	0.028419	18.037725	932.269406	85.431250	95.119324	3.000000	43.000000	23.554701	5.985380	0.140068	0.316110
south31	18425	36321	112398	0.000168	1.000000	177.000000	6.100299	2.479732	1.000000	17520.000000	3.094573	131.567540	28.014974	0.000000	35223.000000	16954.510176	10508.575480	0.000000	0.969770	0.466796	0.289325	0.000000	2.000000	0.001479	0.033022	0.000000	72642.000000	53.709429	1199.405442	1.000000	6.000000	4.970149	0.785748	0.370523	0.833711
stat96v1	5995	197472	588798	0.000497	95.000000	666.000000	98.214846	7.499161	1.000000	18.000000	2.981678	0.510225	5.781052	1330.000000	196141.000000	100699.674229	54939.307372	0.006735	0.993260	0.509944	0.278213	0.000494	0.500752	0.001918	0.006856	97.582472	98884.475188	378.751611	1353.771931	4.000000	666.000000	6.389658	8.595631	1.869884	0.666291
stat96v2	29089	957432	2852184	0.000102	97.000000	3232.000000	98.050260	18.414174	1.000000	12.000000	2.978994	0.484532	31.962687	6462.000000	950969.000000	487684.657568	266561.737866	0.006749	0.993250	0.509367	0.278413	0.000103	0.500155	0.000399	0.002972	98.676199	478864.163417	381.895279	2845.338212	4.000000	3232.000000	6.338238	18.943371	1.870715	0.666254
stat96v3	33841	1113780	3317736	0.000088	97.000000	3760.000000	98.038947	19.940733	1.000000	12.000000	2.978807	0.483378	37.352105	7518.000000	1106261.000000	567286.395024	310107.185093	0.006750	0.993249	0.509334	0.278428	0.000089	0.500133	0.000343	0.002750	98.674825	557038.148444	382.099148	3063.113696	4.000000	3760.000000	6.334003	20.432979	1.870786	0.666247
stat96v4	3173	63076	491336	0.002455	2.000000	41473.000000	154.849039	1101.509116	1.000000	9.000000	7.789587	1.183598	266.828592	1.000000	62212.000000	9260.871730	16637.388099	0.000016	0.986302	0.146821	0.263767	0.001173	2.000000	0.390449	0.387834	74.013824	126152.000000	24627.974832	24463.036419	1.000000	865.000000	2.601954	26.533689	1.966394	0.300833
stat96v5	2307	75779	233921	0.001338	0.000000	103.000000	101.396186	3.793996	1.000000	769.000000	3.086884	4.843044	0.015817	0.000000	75778.000000	38910.335501	21315.871583	0.000000	0.999987	0.513471	0.281290	0.000000	0.048041	0.004931	0.006342	0.000000	3640.502332	373.657023	480.559038	0.000000	7.000000	6.681404	0.605148	1.868212	0.677206
t0331-4l	664	46915	430982	0.013835	157.000000	1936.000000	649.069277	432.196378	1.000000	23.000000	9.186444	5.327033	1.982732	33463.000000	46863.000000	40378.897590	3721.771698	0.713269	0.998892	0.860682	0.079330	0.003475	0.050611	0.015846	0.010398	163.018281	2374.411010	743.428392	487.808941	67.000000	808.000000	359.069277	219.200577	0.893587	0.052355
testbig	17613	31223	61639	0.000112	1.000000	5.000000	3.499631	0.839781	1.000000	802.000000	1.974154	12.828513	0.428722	0.000000	31181.000000	3560.763243	7811.269048	0.000000	0.998655	0.114043	0.250177	0.000000	2.000000	0.128090	0.082587	0.000000	62446.000000	3999.368201	2578.616690	1.000000	4.000000	3.044910	0.475212	0.259868	0.838539
ulevimin	6590	46937	164538	0.000532	1.000000	24973.000000	24.967830	359.706754	1.000000	27.000000	3.505507	2.713193	999.207065	0.000000	44624.000000	14301.393020	13844.868847	0.000000	0.950721	0.304693	0.294967	0.000000	1.125000	0.014725	0.105547	0.000000	52804.125000	691.155877	4954.036283	1.000000	81.000000	13.682853	11.128094	0.903961	0.636127
us04	163	28016	297538	0.065155	2.000000	11625.000000	1825.386503	2302.848664	2.000000	18.000000	10.620288	2.417917	5.368514	3400.000000	28007.000000	26130.263804	3979.414517	0.121359	0.999679	0.932691	0.142041	0.000123	0.415668	0.066004	0.082309	3.450388	11645.367755	1849.155745	2305.972337	2.000000	2732.000000	489.085890	582.397650	1.464129	0.092078
world	34506	67147	198883	0.000086	1.000000	342.000000	5.763722	8.663052	1.000000	16.000000	2.961904	2.746639	58.336655	0.000000	36647.000000	33485.988205	4259.617806	0.000000	0.545773	0.498697	0.063437	0.000000	0.082803	0.000290	0.003126	0.000000	5559.942675	19.456517	209.916626	1.000000	333.000000	4.629977	8.698422	0.393407	0.952340
zed	116	142	666	0.040432	1.000000	12.000000	5.741379	3.246007	1.000000	48.000000	4.690141	10.166351	1.090090	0.000000	127.000000	67.905172	32.010768	0.000000	0.894366	0.478205	0.225428	0.000000	1.500000	0.120064	0.182266	0.000000	213.000000	17.049045	25.881712	1.000000	7.000000	3.629310	1.505909	0.735736	0.822039
de063155	852	1848	4913	0.003120	2.000000	26.000000	5.766432	4.492628	0.000000	12.000000	2.658550	2.340074	3.508854	2.000000	1482.000000	459.692488	442.501054	0.001082	0.801948	0.248751	0.239449	0.002024	1.500000	0.084619	0.189120	3.740891	2772.000000	156.375046	349.493116	1.000000	12.000000	4.063380	2.321207	0.590678	0.570651
de063157	936	1908	5119	0.002866	2.000000	25.000000	5.469017	4.272890	0.000000	12.000000	2.682914	2.395528	3.571205	2.000000	1482.000000	490.418803	456.072459	0.001048	0.776730	0.257033	0.239032	0.002024	1.500000	0.078127	0.181634	3.862348	2862.000000	149.066738	346.557606	1.000000	11.000000	3.918803	2.187725	0.566908	0.546869
de080285	936	1908	5082	0.002846	2.000000	26.000000	5.429487	4.355141	0.000000	12.000000	2.663522	2.361020	3.788666	2.000000	1482.000000	489.832265	456.514045	0.001048	0.776730	0.256726	0.239263	0.002024	1.500000	0.077948	0.181695	3.862348	2862.000000	148.725197	346.673925	1.000000	12.000000	3.917735	2.241476	0.556867	0.544993
gen1	769	2561	63086	0.032033	28.000000	1537.000000	82.036411	55.647097	1.000000	66.000000	24.633346	28.171996	17.735583	1225.000000	2560.000000	1983.821847	332.849839	0.478329	0.999610	0.774628	0.129969	0.011173	0.600391	0.041990	0.022683	28.614525	1537.600391	107.536540	58.092393	2.000000	34.000000	22.400520	10.049076	1.453888	0.711834
gen2	1121	3264	81855	0.022371	23.000000	2240.000000	73.019625	66.786060	2.000000	105.000000	25.078125	34.611894	29.676684	1735.000000	3263.000000	2503.980375	409.769431	0.531556	0.999694	0.767151	0.125542	0.007183	1.000447	0.029846	0.029955	23.445347	3265.457794	97.417154	97.774299	1.000000	34.000000	22.204282	10.083249	1.391827	0.815470
gen4	1537	4298	107103	0.016213	30.000000	3073.000000	69.683149	78.265903	1.000000	96.000000	24.919265	36.785890	43.099614	2336.000000	4297.000000	3292.547170	528.778294	0.543509	0.999767	0.766065	0.123029	0.007532	0.715150	0.021416	0.018505	32.372583	3073.715150	92.047534	79.536523	2.000000	37.000000	23.852960	11.126725	1.315388	0.890348
gen	769	2561	63086	0.032033	28.000000	1537.000000	82.036411	55.647097	1.000000	66.000000	24.633346	28.171996	17.735583	1225.000000	2560.000000	1983.821847	332.849839	0.478329	0.999610	0.774628	0.129969	0.011173	0.600391	0.041990	0.022683	28.614525	1537.600391	107.536540	58.092393	2.000000	34.000000	22.400520	10.049076	1.453888	0.711834
iprob	3001	3001	9000	0.000999	2.000000	3000.000000	2.999000	54.717502	2.000000	3000.000000	2.999000	54.717502	999.333333	1.000000	3000.000000	1500.999334	866.312878	0.000333	0.999667	0.500166	0.288675	0.000667	2.000000	0.006054	0.049889	2.000667	6002.000000	18.167833	149.715461	1.000000	2.000000	1.999334	0.025807	0.666667	0.999334
l30	2701	16281	52070	0.001184	16.000000	32.000000	19.278045	1.911228	1.000000	8.000000	3.198206	1.764624	0.659919	16.000000	15381.000000	3075.532395	4342.584134	0.000983	0.944721	0.188903	0.266727	0.001341	1.000000	0.028129	0.058437	21.828786	16281.000000	457.971958	951.405695	2.000000	32.000000	4.632358	0.741715	1.519416	0.740430
stoch_aircraft	3754	7517	20267	0.000718	3.000000	6.000000	5.398775	0.800911	1.000000	751.000000	2.696155	35.626389	0.111363	2.000000	7512.000000	3762.989611	2167.388987	0.000266	0.999335	0.500597	0.288332	0.000532	1.500000	0.005792	0.045812	4.002662	11275.500000	43.540234	344.365553	1.000000	6.000000	5.395312	0.812358	0.001283	0.832725
cep1	1521	4769	8233	0.001135	2.000000	6.000000	5.412886	0.538283	1.000000	219.000000	1.726358	6.314799	0.108466	1520.000000	3252.000000	2382.879684	501.767720	0.318725	0.681904	0.499660	0.105214	0.001316	0.003916	0.002377	0.000571	6.275000	18.677546	11.337964	2.723362	2.000000	5.000000	4.132807	0.996104	0.472975	0.672978
deter0	1923	5468	11173	0.001063	2.000000	30.000000	5.810192	6.518493	1.000000	19.000000	2.043343	0.891183	4.163340	14.000000	1260.000000	1042.137806	215.172234	0.002560	0.230432	0.190588	0.039351	0.003175	0.620690	0.007689	0.020374	17.358730	3393.931034	42.046065	111.403840	2.000000	30.000000	5.800832	6.511589	0.003222	0.063263
deter1	5527	15737	32187	0.000370	2.000000	30.000000	5.823593	6.526740	1.000000	53.000000	2.045307	1.574942	4.151459	14.000000	3640.000000	3020.020988	597.772494	0.000890	0.231302	0.191906	0.037985	0.001099	0.593750	0.002677	0.011188	17.293407	9343.843750	42.129219	176.058987	2.000000	30.000000	5.820156	6.524054	0.001181	0.059075
deter2	6095	17313	35731	0.000339	2.000000	30.000000	5.862346	6.544472	1.000000	81.000000	2.063825	2.325458	4.117405	14.000000	5600.000000	4522.114684	999.938321	0.000809	0.323456	0.261198	0.057757	0.000714	0.593750	0.001917	0.010560	12.366429	10279.593750	33.182873	182.822774	2.000000	30.000000	5.859229	6.542061	0.001064	0.068161
deter3	7647	21777	44547	0.000268	2.000000	30.000000	5.825422	6.527847	1.000000	73.000000	2.045599	1.863724	4.149842	14.000000	5040.000000	4183.485288	822.627722	0.000643	0.231437	0.192106	0.037775	0.000794	0.612903	0.001939	0.009610	17.283333	13347.193548	42.234096	209.282859	2.000000	30.000000	5.822937	6.525906	0.000853	0.056123
deter4	3235	9133	19231	0.000651	2.000000	30.000000	5.944668	6.580264	1.000000	71.000000	2.105661	2.795701	4.046539	14.000000	4900.000000	3700.675116	985.496070	0.001533	0.536516	0.405198	0.107905	0.000816	0.593750	0.002632	0.014386	7.455510	5422.718750	24.035506	131.384949	2.000000	30.000000	5.938794	6.575818	0.001976	0.091223
deter5	5103	14529	29715	0.000401	2.000000	30.000000	5.823045	6.526408	1.000000	49.000000	2.045220	1.510586	4.151943	14.000000	3360.000000	2787.318048	552.812301	0.000964	0.231262	0.191845	0.038049	0.001190	0.612903	0.002905	0.011881	17.296429	8904.870968	42.201922	172.616609	2.000000	30.000000	5.819322	6.523498	0.001279	0.056902
deter6	4255	12113	24771	0.000481	2.000000	30.000000	5.821622	6.525546	1.000000	41.000000	2.044993	1.372877	4.153203	14.000000	2800.000000	2321.934665	462.838776	0.001156	0.231157	0.191689	0.038210	0.001429	0.612903	0.003482	0.013087	17.304286	7424.096774	42.182749	158.523367	2.000000	30.000000	5.817156	6.522054	0.001534	0.057369
deter7	6375	18153	37131	0.000321	2.000000	30.000000	5.824471	6.527271	1.000000	61.000000	2.045447	1.696356	4.150683	14.000000	4200.000000	3485.399529	687.733308	0.000771	0.231367	0.192001	0.037885	0.000952	0.612903	0.002326	0.010567	17.288571	11126.032258	42.221194	191.827045	2.000000	30.000000	5.821490	6.524943	0.001023	0.056435
deter8	3831	10905	22299	0.000534	2.000000	30.000000	5.820673	6.524972	1.000000	37.000000	2.044842	1.298575	4.154043	14.000000	2520.000000	2089.245106	417.839118	0.001284	0.231087	0.191586	0.038316	0.001587	0.612903	0.003867	0.013846	17.309524	6683.709677	42.170021	150.985196	2.000000	30.000000	5.815714	6.521092	0.001704	0.057680
fxm2-6	1520	2845	12812	0.002963	1.000000	57.000000	8.428947	9.085642	1.000000	24.000000	4.503339	4.836854	5.762410	0.000000	2236.000000	718.578289	769.980069	0.000000	0.785940	0.252576	0.270643	0.000000	1.500000	0.260019	0.477522	0.000000	4267.500000	739.752980	1358.548987	1.000000	25.000000	4.034211	3.077104	1.042772	0.364723
fxm2-16	3900	7335	32972	0.001153	1.000000	57.000000	8.454359	9.155759	1.000000	36.000000	4.495160	4.990128	5.742084	0.000000	5666.000000	1776.720256	1979.820351	0.000000	0.772461	0.242225	0.269914	0.000000	1.500000	0.262112	0.484065	0.000000	11002.500000	1922.594806	3550.613769	1.000000	25.000000	4.010769	3.045954	1.051195	0.364559
fxm3_6	6200	12625	57722	0.000737	1.000000	57.000000	9.310000	10.414198	1.000000	24.000000	4.572040	5.061200	5.122449	0.000000	9561.000000	3493.437419	3413.177811	0.000000	0.757307	0.276708	0.270351	0.000000	1.500000	0.299098	0.535948	0.000000	18937.500000	3776.110297	6766.341066	1.000000	25.000000	4.226129	3.399406	1.092131	0.375658
fxm3_16	41340	85575	392252	0.000111	1.000000	57.000000	9.488437	10.656518	1.000000	36.000000	4.583722	5.208245	5.007312	0.000000	64231.000000	24009.463401	23019.954282	0.000000	0.750581	0.280566	0.269003	0.000000	1.500000	0.307006	0.547226	0.000000	128362.500000	26272.057025	46828.862200	1.000000	25.000000	4.262264	3.456484	1.101588	0.377828
fxm4_6	22400	47185	265442	0.000251	1.000000	57.000000	11.850089	11.621072	1.000000	24.000000	5.625559	5.971296	3.810090	0.000000	30802.000000	19417.956652	10989.743236	0.000000	0.652792	0.411528	0.232908	0.000000	1.500000	0.117571	0.341306	0.000000	70777.500000	5547.593071	16104.537560	1.000000	25.000000	5.018839	3.211670	1.152945	0.483365
pgp2	4034	13254	22474	0.000420	5.000000	6.000000	5.571145	0.494912	1.000000	578.000000	1.695639	10.025673	0.076978	4036.000000	9223.000000	6631.212940	1497.238288	0.304512	0.695865	0.500318	0.112965	0.000543	0.001482	0.000887	0.000229	7.190755	19.645257	11.760495	3.029125	2.000000	5.000000	4.427367	0.497694	0.410608	0.671534
stormg2-125	66185	172431	433256	0.000038	0.000000	48.000000	6.546136	4.277256	1.000000	138.000000	2.512634	3.544064	6.332570	0.000000	157496.000000	31275.687603	47827.619811	0.000000	0.913386	0.181381	0.277373	0.000000	2.000000	0.161495	0.532745	0.000000	344862.000000	27846.696033	91861.697823	0.000000	33.000000	4.711793	3.829527	0.560435	0.595389
stormg2-27	14441	37485	94274	0.000174	0.000000	48.000000	6.528218	4.312837	1.000000	40.000000	2.514979	1.999312	6.352695	0.000000	34114.000000	7195.833876	10271.716184	0.000000	0.910071	0.191966	0.274022	0.000000	2.000000	0.160037	0.530258	0.000000	74970.000000	5998.981677	19876.719478	0.000000	33.000000	4.697043	3.827612	0.561003	0.597868
stormg2-8	4409	11322	28553	0.000572	0.000000	48.000000	6.476072	4.414345	1.000000	21.000000	2.521904	1.571728	6.411901	0.000000	10193.000000	2516.271717	2999.270934	0.000000	0.900283	0.222246	0.264906	0.000000	2.000000	0.155791	0.522933	0.000000	22644.000000	1763.865781	5920.649232	0.000000	33.000000	4.654117	3.821711	0.562673	0.605079
degme	185501	659415	8127528	0.000066	4.000000	624079.000000	43.813931	1448.908098	7.000000	18.000000	12.325361	0.822358	14242.848631	224.000000	659410.000000	22290.125379	95894.465507	0.000340	0.999992	0.033803	0.145424	0.000035	0.947694	0.110946	0.034217	23.077794	624923.395024	73159.154328	22563.023853	4.000000	32635.000000	36.054086	75.854639	0.354218	0.248493
karted	46502	133115	1770349	0.000286	1.000000	125664.000000	38.070384	823.722907	8.000000	21.000000	13.299395	0.942400	3299.833524	0.000000	133103.000000	14968.221582	32486.157511	0.000000	0.999910	0.112446	0.244046	0.000000	0.948243	0.032080	0.018158	0.000000	126225.359824	4270.293545	2417.051107	1.000000	6562.000000	31.726678	42.938403	0.333262	0.086065
tp-6	142752	1014301	11537419	0.000080	6.000000	960830.000000	80.821418	3594.926883	6.000000	15.000000	11.374749	0.775022	11887.309176	244.000000	1014263.000000	33558.810181	145905.613270	0.000241	0.999963	0.033086	0.143848	0.000048	0.948009	0.180211	0.053328	49.042839	961566.603090	182788.333300	54091.081589	6.000000	50481.000000	55.411343	187.822984	0.628796	0.244899
ts-palko	22002	47235	1076903	0.001036	3.000000	44560.000000	48.945687	424.356144	16.000000	35.000000	22.798836	1.293890	909.396870	173.000000	47229.000000	7057.233842	12480.862486	0.003663	0.999873	0.149407	0.264229	0.000551	0.946555	0.041128	0.025116	26.039140	44710.502167	1942.681474	1186.349627	3.000000	2368.000000	42.789883	22.873914	0.251536	0.144544
delf	3170	6654	15397	0.000730	2.000000	21.000000	4.857098	3.317969	0.000000	11.000000	2.313946	2.045954	3.323570	2.000000	5457.000000	1327.188013	1731.272603	0.000301	0.820108	0.199457	0.260185	0.000550	1.500000	0.069918	0.148065	3.658054	9981.000000	465.236467	985.224543	1.000000	10.000000	3.520505	1.608648	0.550367	0.480399
kleemin	8	16	44	0.343750	2.000000	9.000000	5.500000	2.291288	1.000000	8.000000	2.750000	2.384848	0.636364	8.000000	8.000000	8.000000	0.000000	0.500000	0.500000	0.500000	0.000000	0.250000	1.125000	0.687500	0.286411	4.000000	18.000000	11.000000	4.582576	1.000000	2.000000	1.875000	0.330719	1.318182	0.875000
large	4282	8617	20635	0.000559	2.000000	21.000000	4.819010	3.326002	0.000000	12.000000	2.394685	2.241968	3.357742	2.000000	6820.000000	1874.832788	2272.014748	0.000232	0.791459	0.217574	0.263667	0.000440	1.500000	0.064471	0.140509	3.790469	12925.500000	555.544946	1210.767983	1.000000	11.000000	3.575432	1.692369	0.516113	0.523028
nsct	23003	37563	697738	0.000808	1.000000	848.000000	30.332478	76.963356	1.000000	628.000000	18.575140	61.730322	26.956832	0.000000	37560.000000	19878.610312	7708.681591	0.000000	0.999920	0.529207	0.205220	0.000000	0.895833	0.001771	0.020067	0.000000	33650.187500	66.518309	753.764465	1.000000	157.000000	9.461027	17.402857	1.376178	0.890833
nsic	465	897	3449	0.008269	1.000000	72.000000	7.417204	10.600777	1.000000	27.000000	3.845039	5.041573	8.707161	0.000000	878.000000	469.539785	183.492237	0.000000	0.978818	0.523456	0.204562	0.000000	0.594595	0.016797	0.036585	0.000000	533.351351	15.066514	32.816793	1.000000	55.000000	6.391398	8.773465	0.276602	0.500067
nsir	4453	10057	154939	0.003460	1.000000	950.000000	34.794296	76.776871	1.000000	235.000000	15.406085	25.891759	26.303326	0.000000	10046.000000	5586.834718	2094.097095	0.000000	0.998906	0.555517	0.208223	0.000000	0.237885	0.005079	0.011884	0.000000	2392.414097	51.075046	119.518519	1.000000	357.000000	18.812711	38.521397	0.918632	0.548436
plddb	3069	5049	10839	0.000699	1.000000	9.000000	3.531769	1.868446	1.000000	9.000000	2.146762	1.641476	1.548298	0.000000	3266.000000	1477.022483	1275.918518	0.000000	0.646861	0.292538	0.252707	0.000000	1.500000	0.081976	0.140864	0.000000	7573.500000	413.897324	711.223494	1.000000	5.000000	2.757576	0.796219	0.438417	0.593188
rat	3136	9408	268908	0.009114	46.000000	90.000000	85.748724	10.314258	1.000000	88.000000	28.582908	39.460043	0.049578	6272.000000	6557.000000	6542.301339	52.797161	0.666667	0.696960	0.695398	0.005612	0.007168	0.013726	0.013098	0.001521	67.435718	129.132225	123.223962	14.306269	12.000000	23.000000	22.028061	2.452192	1.486218	0.999646
small	677	1400	3207	0.003384	1.000000	19.000000	4.737075	3.230943	0.000000	11.000000	2.290714	2.160800	3.010914	0.000000	1128.000000	334.119645	319.607637	0.000000	0.805714	0.238657	0.228291	0.000000	1.500000	0.089713	0.204087	0.000000	2100.000000	125.598511	285.721299	1.000000	8.000000	3.378139	1.391681	0.573745	0.533872
pltexpa	26894	70364	143059	0.000076	4.000000	30.000000	5.319365	3.475471	1.000000	8.000000	2.033128	1.288385	4.639771	26.000000	64276.000000	10578.180635	17451.133557	0.000370	0.913478	0.150335	0.248012	0.000062	0.307692	0.037717	0.062930	4.378866	21650.461538	2653.945655	4428.028473	2.000000	13.000000	4.394846	2.409422	0.347605	0.880239
sc205-2r	35213	62423	123239	0.000056	1.000000	5.000000	3.499815	0.839577	1.000000	1602.000000	1.974256	18.129348	0.428647	0.000000	35216.000000	28117.641808	7761.418152	0.000000	0.564151	0.450437	0.124336	0.000000	2.000000	0.000352	0.011777	0.000000	124846.000000	21.968395	735.145736	1.000000	4.000000	3.045182	0.474886	0.259804	0.823442
scagr7-2b	9743	13847	35885	0.000266	1.000000	10.000000	3.683157	2.449760	1.000000	1793.000000	2.591536	19.254597	1.715062	0.000000	10257.000000	3093.426460	3486.248894	0.000000	0.740738	0.223400	0.251769	0.000000	2.000000	0.213361	0.279942	0.000000	27694.000000	2954.412841	3876.353259	1.000000	6.000000	2.630812	1.133727	0.571437	0.482286
scagr7-2c	2447	3479	9005	0.001058	1.000000	10.000000	3.680016	2.447191	1.000000	449.000000	2.588387	9.665021	1.717379	0.000000	2577.000000	779.320801	871.485466	0.000000	0.740730	0.224007	0.250499	0.000000	2.000000	0.217607	0.282157	0.000000	6958.000000	757.053688	981.624089	1.000000	6.000000	2.628525	1.133747	0.571460	0.482652
scagr7-2r	32847	46679	120141	0.000078	1.000000	10.000000	3.657594	2.452197	1.000000	6049.000000	2.573770	35.337532	1.734038	0.000000	34577.000000	10421.373946	11766.498405	0.000000	0.740740	0.223256	0.252073	0.000000	2.000000	0.211385	0.279649	0.000000	93358.000000	9867.241809	13053.733485	1.000000	6.000000	2.605048	1.113074	0.575540	0.482931
