matrix	nr_rows	nr_cols	nr_nzeros	density	nnz-r-min	nnz-r-max	nnz-r-avg	nnz-r-std	nnz-c-min	nnz-c-max	nnz-c-avg	nnz-c-std	skew_coeff	bw-min	bw-max	bw-avg	bw-std	bw-scaled-min	bw-scaled-max	bw-scaled-avg	bw-scaled-std	sc-min	sc-max	sc-avg	sc-std	sc-scaled-min	sc-scaled-max	sc-scaled-avg	sc-scaled-std	nr_groups-r-min	nr_groups-r-max	nr_groups-r-avg	nr_groups-r-std	num-neigh-avg	cross_row_sim-avg	mem_footprint
cavity20	4562	4562	138187	0.00664	8.0	62.0	30.290881	15.156765	1.0	62.0	30.290881	16.887843	1.046821	13.0	562.0	312.50263	123.177305	0.00285	0.123192	0.068501	0.027001	0.033058	0.709677	0.115017	0.101076	150.809917	3237.548387	524.707363	461.108214	3.0	14.0	6.443227	1.808318	1.574576	0.846584	1.5988311767578125
cavity19	4562	4562	138187	0.00664	1.0	62.0	30.290881	16.887843	8.0	62.0	30.290881	15.156765	1.046821	0.0	562.0	295.795923	140.53724	0.0	0.123192	0.064839	0.030806	0.0	1.058824	0.111327	0.118928	0.0	4830.352941	507.873608	542.549949	1.0	11.0	5.841078	2.179464	1.614334	0.838664	1.5988311767578125
cavity18	4562	4562	138187	0.00664	8.0	62.0	30.290881	15.156765	1.0	62.0	30.290881	16.887843	1.046821	13.0	562.0	312.50263	123.177305	0.00285	0.123192	0.068501	0.027001	0.033058	0.709677	0.115017	0.101076	150.809917	3237.548387	524.707363	461.108214	3.0	14.0	6.443227	1.808318	1.574576	0.846584	1.5988311767578125
cavity24	4562	4562	138187	0.00664	8.0	62.0	30.290881	15.156765	1.0	62.0	30.290881	16.887843	1.046821	13.0	562.0	312.50263	123.177305	0.00285	0.123192	0.068501	0.027001	0.033058	0.709677	0.115017	0.101076	150.809917	3237.548387	524.707363	461.108214	3.0	14.0	6.443227	1.808318	1.574576	0.846584	1.5988311767578125
cavity25	4562	4562	138187	0.00664	1.0	62.0	30.290881	16.887843	8.0	62.0	30.290881	15.156765	1.046821	0.0	562.0	295.795923	140.53724	0.0	0.123192	0.064839	0.030806	0.0	1.058824	0.111327	0.118928	0.0	4830.352941	507.873608	542.549949	1.0	11.0	5.841078	2.179464	1.614334	0.838664	1.5988311767578125
cavity16	4562	4562	138187	0.00664	8.0	62.0	30.290881	15.156765	1.0	62.0	30.290881	16.887843	1.046821	13.0	562.0	312.50263	123.177305	0.00285	0.123192	0.068501	0.027001	0.033058	0.709677	0.115017	0.101076	150.809917	3237.548387	524.707363	461.108214	3.0	14.0	6.443227	1.808318	1.574576	0.846584	1.5988311767578125
c-39	9271	9271	136811	0.001592	2.0	668.0	14.756876	41.233288	2.0	668.0	14.756876	41.233288	44.267033	3944.0	9188.0	5866.39575	1751.429419	0.425413	0.991047	0.632768	0.188915	0.000315	0.07657	0.002016	0.004723	2.921841	709.883998	18.693652	43.789561	2.0	113.0	6.95761	10.630416	1.057035	0.817135	1.6010475158691406
aug3dcqp	35543	35543	128115	0.000101	2.0	9.0	3.604507	1.501835	2.0	9.0	3.604507	1.501835	1.496874	69.0	29215.0	14588.504656	9985.970586	0.001941	0.821962	0.410447	0.280955	8.1e-05	0.086957	0.001858	0.00404	2.886976	3090.695652	66.045689	143.583821	2.0	5.0	2.906761	0.809222	0.387152	0.709367	1.6017494201660156
rajat10	30202	30202	130303	0.000143	1.0	102.0	4.314383	1.113218	1.0	102.0	4.314383	1.113218	22.64185	0.0	30193.0	530.398682	2057.377565	0.0	0.999702	0.017562	0.068121	0.0	0.025	0.019248	0.00696	0.0	755.05	581.324211	210.195247	1.0	102.0	3.122376	0.669852	0.552574	0.645935	1.606414794921875
bodyy6	19366	19366	134748	0.000359	3.0	9.0	6.957968	0.450812	3.0	9.0	6.957968	0.450812	0.293481	2.0	18606.0	1518.226479	2861.818417	0.000103	0.960756	0.078396	0.147775	0.000323	1.5	0.014893	0.026908	6.245754	29049.0	288.414845	521.106077	1.0	6.0	3.008727	0.242573	1.135171	0.982321	1.6159477233886719
mplate	5962	5962	142190	0.004	4.0	36.0	23.849379	8.432664	4.0	36.0	23.849379	8.432664	0.509473	30.0	3523.0	1856.576988	1144.507292	0.005032	0.590909	0.311402	0.191967	0.002555	0.363636	0.042867	0.076041	15.230769	2168.0	255.571964	453.359171	2.0	25.0	13.671251	6.740601	0.853534	0.753909	1.6499824523925781
stokes64s	12546	12546	140034	0.00089	5.0	13.0	11.161645	2.414028	5.0	13.0	11.161645	2.414028	0.164703	4162.0	8515.0	5690.903953	1988.960137	0.331739	0.678702	0.453603	0.158533	0.000592	0.003075	0.002117	0.00066	7.423669	38.575686	26.555955	8.278442	3.0	5.0	4.632074	0.523454	1.170002	0.993396	1.6504249572753906
stokes64	12546	12546	140034	0.00089	5.0	13.0	11.161645	2.414028	5.0	13.0	11.161645	2.414028	0.164703	4162.0	8515.0	5690.903953	1988.960137	0.331739	0.678702	0.453603	0.158533	0.000592	0.003075	0.002117	0.00066	7.423669	38.575686	26.555955	8.278442	3.0	5.0	4.632074	0.523454	1.170002	0.993396	1.6504249572753906
ACTIVSg10K	20000	20000	137736	0.000344	4.0	36.0	6.8868	2.950252	4.0	36.0	6.8868	2.950252	4.227392	10001.0	19213.0	10227.3609	728.628012	0.50005	0.96065	0.511368	0.036431	0.000314	0.003476	0.000671	0.000279	6.277464	69.511489	13.426964	5.570126	2.0	24.0	5.1968	2.66932	0.490794	0.577629	1.6525611877441406
lp_osa_07	1118	25067	144812	0.005167	18.0	17613.0	129.527728	882.38474	1.0	6.0	5.776998	1.032125	134.978607	1369.0	24031.0	23162.152952	3153.394338	0.054614	0.958671	0.92401	0.125799	0.000749	0.747657	0.009708	0.054116	18.775998	18741.513338	243.337924	1356.524287	18.0	6339.0	68.50805	359.355851	0.942187	0.751632	1.6615104675292969
lp_maros_r7	3136	9408	144848	0.00491	5.0	48.0	46.188776	6.726865	1.0	46.0	15.396259	20.726507	0.039214	6272.0	6274.0	6273.999043	0.039918	0.666667	0.666879	0.666879	4e-06	0.000797	0.007651	0.007362	0.001072	7.497609	71.977048	69.261088	10.087082	3.0	12.0	11.488202	1.80256	1.502554	0.999586	1.6696205139160156
rail_20209	20209	20209	139233	0.000341	3.0	11.0	6.889653	1.971492	3.0	11.0	6.889653	1.971492	0.596597	6.0	20179.0	4230.031867	4952.397447	0.000297	0.998516	0.209314	0.245059	0.000198	0.833333	0.043342	0.086947	4.005947	16840.833333	875.89976	1757.114294	2.0	9.0	4.998911	1.517053	0.548864	0.466954	1.6704902648925781
ted_B	10605	10605	144579	0.001286	1.0	49.0	13.633098	12.151089	1.0	49.0	13.633098	12.151089	2.594194	0.0	96.0	31.289958	31.009648	0.0	0.009052	0.00295	0.002924	0.0	1.05	0.282601	0.27439	0.0	11135.25	2996.982793	2909.906163	1.0	49.0	10.104385	11.180257	0.517669	0.959089	1.6950340270996094
ted_B_unscaled	10605	10605	144579	0.001286	1.0	49.0	13.633098	12.151089	1.0	49.0	13.633098	12.151089	2.594194	0.0	96.0	31.289958	31.009648	0.0	0.009052	0.00295	0.002924	0.0	1.05	0.282601	0.27439	0.0	11135.25	2996.982793	2909.906163	1.0	49.0	10.104385	11.180257	0.517669	0.959089	1.6950340270996094
mnist_test_norm_10NN	10000	10000	145600	0.001456	10.0	41.0	14.56	4.214333	10.0	41.0	14.56	4.214333	1.815934	181.0	9981.0	7833.2328	1609.691543	0.0181	0.9981	0.783323	0.160969	0.001006	0.0625	0.001961	0.001207	10.062387	625.0	19.611064	12.0744	8.0	41.0	14.4704	4.18212	0.012308	0.015273	1.7044105529785156
abtaha2	37932	331	137228	0.01093	1.0	4.0	3.617737	0.740563	178.0	552.0	414.586103	72.601555	0.105664	0.0	328.0	132.751687	82.02289	0.0	0.990937	0.401062	0.247803	0.0	2.0	0.072651	0.186968	0.0	662.0	24.047354	61.886336	1.0	4.0	3.466124	0.826213	0.083817	0.634858	1.7151527404785156
fome12	24284	48920	142528	0.00012	2.0	228.0	5.869214	7.571046	1.0	14.0	2.913491	1.302695	37.846767	3.0	12225.0	7583.463515	2798.102792	6.1e-05	0.249898	0.155018	0.057198	0.000218	1.0	0.0031	0.029657	10.677726	48920.0	151.664945	1450.844757	2.0	212.0	5.805469	7.349223	0.021722	0.002108	1.7237434387207031
shermanACb	18510	18510	145149	0.000424	1.0	10405.0	7.841653	99.949454	1.0	10405.0	7.841653	99.377268	1325.888577	0.0	18439.0	9332.918855	5367.329332	0.0	0.996164	0.50421	0.289969	0.0	2.0	0.014243	0.118505	0.0	37020.0	263.636213	2193.535314	1.0	864.0	5.036899	7.280124	0.715348	0.55009	1.7317123413085938
Trec12	551	2726	151219	0.100677	5.0	499.0	274.444646	106.200321	0.0	418.0	55.472854	68.892783	0.818217	4.0	2442.0	1752.912886	574.306465	0.001467	0.895818	0.643035	0.210677	0.025834	1.25	0.168521	0.079408	70.422734	3407.5	459.388245	216.465893	1.0	297.0	168.829401	61.224024	0.769665	0.711212	1.7326698303222656
model10	4400	16819	150372	0.002032	1.0	537.0	34.175455	45.810079	1.0	17.0	8.940603	4.64485	14.713032	0.0	15443.0	6797.994091	4699.157772	0.0	0.918188	0.404185	0.279396	0.0	2.0	0.033897	0.158794	0.0	33638.0	570.114817	2670.761909	1.0	44.0	5.283409	4.846873	1.690807	0.449164	1.7376594543457031
pltexpa	26894	70364	143059	7.6e-05	4.0	30.0	5.319365	3.475471	1.0	8.0	2.033128	1.288385	4.639771	26.0	64276.0	10578.180635	17451.133557	0.00037	0.913478	0.150335	0.248012	6.2e-05	0.307692	0.037717	0.06293	4.378866	21650.461538	2653.945655	4428.028473	2.0	13.0	4.394846	2.409422	0.347605	0.880239	1.739776611328125
case9	14454	14454	147972	0.000708	1.0	7210.0	10.237443	105.253387	1.0	7210.0	10.237443	105.253387	703.277431	0.0	14451.0	6314.181334	3800.530221	0.0	0.999792	0.436847	0.26294	0.0	0.583333	0.002149	0.018003	0.0	8431.5	31.056824	260.221212	1.0	1206.0	4.751349	17.308086	1.07177	0.953641	1.7485466003417969
TSOPF_FS_b9_c6	14454	14454	147972	0.000708	1.0	7210.0	10.237443	105.253387	1.0	7210.0	10.237443	105.253387	703.277431	0.0	14451.0	6314.181334	3800.530221	0.0	0.999792	0.436847	0.26294	0.0	0.583333	0.002149	0.018003	0.0	8431.5	31.056824	260.221212	1.0	1206.0	4.751349	17.308086	1.07177	0.953641	1.7485466003417969
cari	400	1200	152800	0.318333	382.0	382.0	382.0	0.0	1.0	380.0	127.333333	178.662313	0.0	401.0	1199.0	799.95	230.939272	0.334167	0.999167	0.666625	0.192449	0.318599	0.952618	0.524627	0.169778	382.318599	1143.142145	629.551924	203.734193	21.0	22.0	21.8975	0.303305	1.885353	0.994895	1.7501869201660156
bcsstk18	11948	11948	149090	0.001044	1.0	49.0	12.478239	7.624501	1.0	49.0	12.478239	7.624501	2.926836	0.0	2463.0	976.234265	657.314415	0.0	0.206143	0.081707	0.055015	0.0	0.75	0.021883	0.047129	0.0	8961.0	261.456186	563.09972	1.0	31.0	10.375042	6.505003	0.337098	0.721926	1.7517814636230469
cage10	11397	11397	150645	0.00116	5.0	25.0	13.217952	3.983697	5.0	25.0	13.217952	3.983697	0.891367	201.0	6798.0	3253.06414	1433.856118	0.017636	0.596473	0.285432	0.12581	0.001838	0.047727	0.005135	0.00343	20.943368	543.947727	58.521936	39.095967	3.0	24.0	11.355093	3.750276	0.281868	0.717499	1.7674751281738281
wing_nodal	10937	10937	150976	0.001262	5.0	28.0	13.804151	2.861378	5.0	28.0	13.804151	2.861378	1.028375	215.0	10909.0	7819.580232	1487.438291	0.019658	0.99744	0.714966	0.136001	0.000475	0.055046	0.001874	0.001082	5.189807	602.036697	20.491954	11.837612	5.0	27.0	13.65667	2.839941	0.021368	0.018539	1.7695083618164062
hangGlider_4	15561	15561	149532	0.000618	2.0	13831.0	9.609408	110.835363	2.0	13831.0	9.609408	110.835363	1438.318614	1.0	15560.0	10371.708566	3176.407306	6.4e-05	0.999936	0.666519	0.204126	0.000289	2.0	0.001064	0.017537	4.499349	31122.0	16.555937	272.885579	1.0	8.0	5.442324	2.26666	0.867293	0.931257	1.7706222534179688
shock-9	36476	36476	142580	0.000107	2.0	4.0	3.908872	0.309635	2.0	4.0	3.908872	0.309635	0.023313	2.0	4534.0	346.698158	291.001542	5.5e-05	0.124301	0.009505	0.007978	0.000662	1.0	0.018364	0.027605	24.145631	36476.0	669.839168	1006.926258	2.0	4.0	3.908872	0.309635	0.0	0.955891	1.7708473205566406
nug08-3rd	19728	29856	148416	0.000252	7.0	8.0	7.523114	0.499465	1.0	16.0	4.971061	3.505044	0.063389	7.0	22002.0	13859.609692	6040.25643	0.000234	0.736937	0.464215	0.202313	0.000364	1.142857	0.001718	0.023448	10.85574	34121.142857	51.298059	700.067383	1.0	8.0	6.65734	2.160195	0.230164	0.521109	1.7737464904785156
har_10NN	10299	10299	151736	0.001431	10.0	92.0	14.733081	6.342211	10.0	92.0	14.733081	6.342211	5.244451	11.0	10177.0	5982.293232	3439.519513	0.001068	0.988154	0.580862	0.333966	0.000984	1.0	0.046289	0.139672	10.135813	10299.0	476.733324	1438.48381	2.0	76.0	11.061074	5.339295	0.498471	0.461129	1.7757720947265625
pds10	16558	16558	149658	0.000546	2.0	97.0	9.03841	7.257767	2.0	97.0	9.03841	7.257767	9.731976	99.0	15582.0	4808.550852	5513.041701	0.005979	0.941056	0.290407	0.332953	0.000195	0.151515	0.01378	0.01435	3.23146	2508.787879	228.171305	237.613854	2.0	48.0	7.737408	5.253889	0.287883	0.515867	1.7758674621582031
cca	49152	49152	139264	5.8e-05	2.0	3.0	2.833333	0.372678	2.0	3.0	2.833333	0.372678	0.058824	11.0	24577.0	4095.833333	7094.864502	0.000224	0.50002	0.08333	0.144345	8.1e-05	0.181818	0.034247	0.053007	3.999837	8936.727273	1683.307373	2605.387213	2.0	3.0	2.833333	0.372678	0.0	0.597222	1.7812538146972656
nsir	4453	10057	154939	0.00346	1.0	950.0	34.794296	76.776871	1.0	235.0	15.406085	25.891759	26.303326	0.0	10046.0	5586.834718	2094.097095	0.0	0.998906	0.555517	0.208223	0.0	0.237885	0.005079	0.011884	0.0	2392.414097	51.075046	119.518519	1.0	357.0	18.812711	38.521397	0.918632	0.548436	1.7901268005371094
juba40k	40337	40337	144945	8.9e-05	1.0	34.0	3.593351	2.71138	1.0	34.0	3.593351	2.751479	8.46192	0.0	21316.0	2251.584699	3614.639263	0.0	0.528448	0.055819	0.089611	0.0	2.0	0.587498	0.829565	0.0	80674.0	23697.912374	33462.181123	1.0	17.0	2.239557	1.468633	0.7535	0.709976	1.8126411437988281
bauru5727	40366	40366	145019	8.9e-05	1.0	34.0	3.592603	2.710747	1.0	34.0	3.592603	2.751114	8.463891	0.0	21345.0	2251.918942	3617.696421	0.0	0.528787	0.055788	0.089622	0.0	2.0	0.587509	0.829528	0.0	80732.0	23715.373168	33484.712188	1.0	17.0	2.239261	1.468283	0.753405	0.709949	1.8135986328125
192bit	13691	13682	154303	0.000824	7.0	16.0	11.270397	1.349165	0.0	6893.0	11.27781	107.484142	0.419648	433.0	13681.0	9258.812285	3054.771102	0.031647	0.999927	0.676715	0.223269	0.000542	0.034642	0.001499	0.001151	7.418016	473.972286	20.503907	15.751694	7.0	16.0	10.764882	1.166453	0.089707	0.136492	1.8180885314941406
lhr07c	7337	7337	156508	0.002907	1.0	63.0	21.331334	26.200633	1.0	36.0	21.331334	16.008071	1.953402	0.0	5803.0	2225.140112	1742.333552	0.0	0.790923	0.303277	0.237472	0.0	2.0	0.055381	0.202617	0.0	14674.0	406.333641	1486.600326	1.0	5.0	3.889328	1.04617	1.635341	0.704749	1.8190841674804688
lhr07	7337	7337	156508	0.002907	1.0	63.0	21.331334	26.200633	1.0	36.0	21.331334	16.008071	1.953402	0.0	5803.0	2225.140112	1742.333552	0.0	0.790923	0.303277	0.237472	0.0	2.0	0.055381	0.202617	0.0	14674.0	406.333641	1486.600326	1.0	5.0	3.889328	1.04617	1.635341	0.704749	1.8190841674804688
bloweya	30004	30004	150009	0.000167	2.0	10001.0	4.999633	57.762929	2.0	10001.0	4.999633	57.762929	1999.346673	2.0	20005.0	10004.666278	7453.957362	6.7e-05	0.666744	0.333444	0.248432	0.0001	1.5	0.333586	0.471267	2.99995	45006.0	10008.929273	14139.888551	1.0	10001.0	2.999733	57.728294	0.800019	0.791615	1.8311767578125
kmnist_norm_10NN	10000	10000	156932	0.001569	10.0	140.0	15.6932	7.368126	10.0	140.0	15.6932	7.368126	7.921061	3628.0	9999.0	8663.447	930.545792	0.3628	0.9999	0.866345	0.093055	0.001004	0.014027	0.001805	0.000752	10.040161	140.266506	18.047197	7.516065	9.0	140.0	15.6634	7.327639	0.003798	0.005039	1.8340950012207031
Wordnet3	82670	82670	132964	1.9e-05	0.0	64.0	1.608371	1.74744	0.0	541.0	1.608371	7.363917	38.791823	0.0	77484.0	5945.310935	14970.568268	0.0	0.937269	0.071916	0.181088	0.0	2.0	0.043368	0.259343	0.0	165340.0	3585.26343	21439.903251	0.0	57.0	1.528656	1.436489	0.099125	0.328563	1.8370170593261719
hangGlider_5	16011	16011	155246	0.000606	2.0	14231.0	9.696209	112.427359	2.0	14231.0	9.696209	112.427359	1466.687032	1.0	16010.0	10671.730248	3268.192194	6.2e-05	0.999938	0.666525	0.204122	0.000281	2.0	0.001043	0.017288	4.499368	32022.0	16.702036	276.80575	1.0	8.0	5.442383	2.266648	0.87742	0.93151	1.8377304077148438
bcsstk24	3562	3562	159910	0.012603	15.0	57.0	44.893318	11.486382	15.0	57.0	44.893318	11.486382	0.269677	16.0	3351.0	1312.630264	1294.249978	0.004492	0.940764	0.368509	0.363349	0.007299	1.058824	0.192241	0.268019	26.0	3771.529412	684.763051	954.684738	1.0	8.0	3.561482	1.230238	1.841336	0.933941	1.8436164855957031
lock3491	3491	3491	160444	0.013165	0.0	113.0	45.959324	12.954277	0.0	113.0	45.959324	12.954277	1.458696	0.0	1548.0	340.341163	157.684773	0.0	0.443426	0.097491	0.045169	0.0	1.032258	0.166014	0.122302	0.0	3603.612903	579.554724	426.956973	0.0	7.0	3.277571	1.026159	1.857371	0.935383	1.849456787109375
Fashion_MNIST_norm_10NN	10000	10000	158304	0.001583	10.0	123.0	15.8304	7.943981	10.0	123.0	15.8304	7.943981	6.769861	3405.0	9987.0	8637.3269	973.930163	0.3405	0.9987	0.863733	0.097393	0.001007	0.012471	0.001819	0.000803	10.068466	124.708507	18.190571	8.027861	9.0	122.0	15.7981	7.89298	0.004081	0.005109	1.8497962951660156
g7jac050sc	14760	14760	157990	0.000725	2.0	149.0	10.70393	17.391729	2.0	120.0	10.70393	16.486691	12.920122	1.0	14721.0	1134.469309	2904.729452	6.8e-05	0.997358	0.076861	0.196797	0.000303	2.0	0.179777	0.392631	4.471372	29520.0	2653.512357	5795.237806	1.0	146.0	8.556369	16.401478	0.401266	0.74453	1.8643608093261719
OPF_3754	15435	15435	158273	0.000664	2.0	64.0	10.254163	5.530936	2.0	64.0	10.254163	5.530936	5.241368	5.0	15372.0	7726.285585	3222.763206	0.000324	0.995918	0.500569	0.208796	0.000265	1.142857	0.002418	0.017717	4.084684	17640.0	37.319605	273.463322	1.0	17.0	3.442242	1.511928	1.328616	0.763885	1.8701744079589844
ccc	49152	49152	147456	6.1e-05	3.0	3.0	3.0	0.0	3.0	3.0	3.0	0.0	0.0	8192.0	47104.0	14336.0	13751.116515	0.166667	0.958333	0.291667	0.279767	6.4e-05	0.000366	0.000316	0.000112	3.130435	18.0	15.546019	5.487437	3.0	3.0	3.0	0.0	0.0	0.95832	1.8750038146972656
c-49	21132	21132	157042	0.000352	2.0	1532.0	7.431478	14.452141	2.0	1532.0	7.431478	14.452141	205.1501	8321.0	21131.0	13510.144189	4075.513968	0.393763	0.999953	0.639322	0.19286	0.000133	0.0725	0.000476	0.000697	2.810293	1532.0725	10.065385	14.723472	2.0	56.0	4.848997	4.637162	0.695012	0.773929	1.8778190612792969
e18	24617	38602	156466	0.000165	2.0	50.0	6.356014	4.74902	0.0	98.0	4.053313	5.471893	6.866565	346.0	38451.0	24083.041922	7548.247437	0.008963	0.996088	0.623881	0.19554	9.9e-05	0.007557	0.000289	0.000203	3.832352	291.702771	11.151505	7.83543	2.0	50.0	6.353699	4.742855	0.000729	0.291193	1.884521484375
lowThrust_4	13562	13562	160947	0.000875	2.0	5273.0	11.867497	64.030905	2.0	5273.0	11.867497	64.030905	443.322827	2.0	12057.0	7300.421693	2294.883606	0.000147	0.889028	0.5383	0.169214	0.000332	1.0	0.001836	0.014264	4.498922	13562.0	24.89484	193.453278	2.0	11.0	7.158826	2.390284	0.793541	0.956072	1.8936309814453125
bayer04	20545	20545	159082	0.000377	1.0	34.0	7.743101	8.164672	1.0	43.0	7.743101	10.933254	3.391006	0.0	20543.0	4115.995425	5956.153669	0.0	0.999903	0.20034	0.289908	0.0	2.0	0.099464	0.244407	0.0	41090.0	2043.496894	5021.334522	1.0	10.0	3.44989	1.704312	1.108912	0.821268	1.89892578125
vt2010	32580	32580	155598	0.000147	1.0	57.0	4.775875	3.139676	1.0	57.0	4.775875	3.139676	10.934986	0.0	31949.0	1970.049263	3091.985311	0.0	0.980632	0.060468	0.094904	0.0	2.0	0.01327	0.11502	0.0	65160.0	432.322934	3747.366307	1.0	43.0	4.541621	2.755844	0.098099	0.106752	1.9049644470214844
ulevimin	6590	46937	164538	0.000532	1.0	24973.0	24.96783	359.706754	1.0	27.0	3.505507	2.713193	999.207065	0.0	44624.0	14301.39302	13844.868847	0.0	0.950721	0.304693	0.294967	0.0	1.125	0.014725	0.105547	0.0	52804.125	691.155877	4954.036283	1.0	81.0	13.682853	11.128094	0.903961	0.636127	1.9081306457519531
hvdc1	24842	24842	159981	0.000259	2.0	181.0	6.43994	3.617471	2.0	40.0	6.43994	2.935989	27.10585	1.0	24762.0	7228.375533	6703.158155	4e-05	0.99678	0.290974	0.269832	9.2e-05	2.0	0.225229	0.450807	2.283692	49684.0	5595.142684	11198.957392	1.0	76.0	2.758594	1.644538	1.143286	0.683635	1.9256057739257812
p2p-Gnutella31	62586	62586	147892	3.8e-05	0.0	78.0	2.36302	4.391566	0.0	68.0	2.36302	2.680031	32.008601	0.0	62285.0	7129.587991	15046.216518	0.0	0.995191	0.113917	0.240409	0.0	2.0	0.010981	0.126446	0.0	125172.0	687.239758	7913.745899	0.0	48.0	1.601924	3.119086	0.644173	0.001894	1.9312400817871094
raefsky5	6316	6316	168658	0.004228	1.0	72.0	26.703293	17.285215	1.0	54.0	26.703293	16.540458	1.696297	0.0	3437.0	369.057948	450.776381	0.0	0.544174	0.058432	0.071371	0.0	2.0	0.392145	0.566089	0.0	12632.0	2476.786256	3575.41941	1.0	16.0	4.115896	2.501651	1.691731	0.871662	1.9542350769042969
f855_mat9	2456	2511	171214	0.027763	2.0	188.0	69.712541	34.089214	2.0	829.0	68.185583	128.048312	1.696789	19.0	2498.0	1336.705619	695.84826	0.007567	0.994823	0.53234	0.27712	0.00088	0.95	0.086964	0.114565	2.210387	2385.45	218.366775	287.672142	2.0	125.0	26.438518	19.012176	1.241499	0.532021	1.9687614440917969
f855_mat9_I	2456	2511	171214	0.027763	2.0	188.0	69.712541	34.089214	2.0	829.0	68.185583	128.048312	1.696789	19.0	2498.0	1336.705619	695.84826	0.007567	0.994823	0.53234	0.27712	0.00088	0.95	0.086964	0.114565	2.210387	2385.45	218.366775	287.672142	2.0	125.0	26.438518	19.012176	1.241499	0.542197	1.9687614440917969
c-48	18354	18354	166080	0.000493	2.0	950.0	9.048709	16.865922	2.0	950.0	9.048709	16.865922	103.987355	7938.0	18353.0	11721.553394	3523.746472	0.432494	0.999946	0.638638	0.191988	0.000137	0.051763	0.000641	0.000944	2.51201	950.051763	11.765541	17.327419	2.0	75.0	5.312411	5.777241	0.825819	0.812674	1.9706535339355469
Muu	7102	7102	170134	0.003373	12.0	49.0	23.955787	9.980664	12.0	49.0	23.955787	9.980664	1.045435	274.0	4702.0	1004.03154	1240.624138	0.038581	0.662067	0.141373	0.174687	0.003407	0.075	0.041083	0.018774	24.197615	532.65	291.771625	133.330125	12.0	49.0	23.955787	9.980664	0.0	0.949085	1.9741249084472656
SiH4	5041	5041	171903	0.006765	13.0	205.0	34.100972	32.830148	13.0	205.0	34.100972	32.830148	5.011559	111.0	3816.0	2718.459829	770.862699	0.022019	0.756993	0.53927	0.152919	0.006867	0.117117	0.012507	0.009273	34.618595	590.387387	63.046385	46.746246	6.0	53.0	19.856179	7.554953	0.835448	0.938335	1.9865074157714844
nasa2910	2910	2910	174296	0.020583	16.0	175.0	59.895533	30.02035	16.0	175.0	59.895533	30.02035	1.921754	28.0	1399.0	616.884536	332.251759	0.009622	0.480756	0.211988	0.114176	0.021858	1.0	0.135697	0.121175	63.606557	2910.0	394.876967	352.620306	2.0	57.0	15.003093	9.570052	1.499025	0.900257	2.0057640075683594
nasa2910	2910	2910	174296	0.020583	16.0	175.0	59.895533	30.02035	16.0	175.0	59.895533	30.02035	1.921754	28.0	1399.0	616.884536	332.251759	0.009622	0.480756	0.211988	0.114176	0.021858	1.0	0.135697	0.121175	63.606557	2910.0	394.876967	352.620306	2.0	57.0	15.003093	9.570052	1.499025	0.900257	2.0057640075683594
IG5-14	6735	7621	173337	0.003377	1.0	120.0	25.736748	23.33996	0.0	537.0	22.744653	46.384603	3.662594	0.0	5075.0	1721.007275	854.926042	0.0	0.665923	0.225824	0.11218	0.0	2.0	0.022549	0.046118	0.0	15242.0	171.844937	351.466228	1.0	118.0	22.411136	19.749502	0.258433	0.328959	2.009380340576172
Zhao2	33861	33861	166453	0.000145	3.0	6.0	4.915773	0.437317	2.0	7.0	4.915773	1.038405	0.220561	10550.0	32907.0	19991.074629	6732.408925	0.311568	0.971826	0.590386	0.198825	0.000102	0.000474	0.000283	0.000115	3.46972	16.044826	9.575362	3.904366	3.0	6.0	4.308319	0.667282	0.247145	0.988817	2.034076690673828
Zhao1	33861	33861	166453	0.000145	3.0	6.0	4.915773	0.437317	2.0	7.0	4.915773	1.038405	0.220561	10550.0	32907.0	19991.074629	6732.408925	0.311568	0.971826	0.590386	0.198825	0.000102	0.000474	0.000283	0.000115	3.46972	16.044826	9.575362	3.904366	3.0	6.0	4.308319	0.667282	0.247145	0.988817	2.034076690673828
c-45	13206	13206	174452	0.001	2.0	2242.0	13.210056	85.10364	2.0	2242.0	13.210056	85.10364	168.719189	6314.0	13205.0	8479.586703	2353.815232	0.478116	0.999924	0.642101	0.178238	0.000273	0.169823	0.001267	0.006892	3.603274	2242.679291	16.735268	91.016023	2.0	259.0	4.226488	6.473958	1.360111	0.923067	2.046825408935547
mark3jac060	27449	27449	170695	0.000227	2.0	44.0	6.218624	4.345548	2.0	47.0	6.218624	6.600465	6.075521	1.0	4122.0	429.748443	602.243016	3.6e-05	0.150169	0.015656	0.02194	0.001319	2.0	0.23346	0.506808	36.212401	54898.0	6408.250552	13911.371864	1.0	40.0	5.214908	4.126622	0.32281	0.488497	2.0581626892089844
mark3jac060sc	27449	27449	170695	0.000227	2.0	44.0	6.218624	4.345548	2.0	47.0	6.218624	6.600465	6.075521	1.0	4122.0	429.748443	602.243016	3.6e-05	0.150169	0.015656	0.02194	0.001319	2.0	0.23346	0.506808	36.212401	54898.0	6408.250552	13911.371864	1.0	40.0	5.214908	4.126622	0.32281	0.488497	2.0581626892089844
